Event information
Expected message, Received message, Expected sender, Actual sender, Status
Router name - RUTX11  Event type - CONFIG  Event text - mosquitto configuration has been changed  Time stamp - 2023-03-13 15:58:17, Router name - RUTX11  Event type - CONFIG  Event text - mosquitto configuration has been changed  Time stamp - 2023-03-13 15:58:20, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - mqtt_pub configuration has been changed  Time stamp - 2023-03-13 15:58:26, Router name - RUTX11  Event type - CONFIG  Event text - mqtt_pub configuration has been changed  Time stamp - 2023-03-13 15:58:29, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ulogd configuration has been changed  Time stamp - 2023-03-13 15:58:36, Router name - RUTX11  Event type - CONFIG  Event text - ulogd configuration has been changed  Time stamp - 2023-03-13 15:58:39, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - simcard configuration has been changed  Time stamp - 2023-03-13 15:58:45, Router name - RUTX11  Event type - CONFIG  Event text - simcard configuration has been changed  Time stamp - 2023-03-13 15:58:49, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ddns configuration has been changed  Time stamp - 2023-03-13 15:58:55, Router name - RUTX11  Event type - CONFIG  Event text - ddns configuration has been changed  Time stamp - 2023-03-13 15:58:58, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ntpclient configuration has been changed  Time stamp - 2023-03-13 15:59:05, Router name - RUTX11  Event type - CONFIG  Event text - ntpclient configuration has been changed  Time stamp - 2023-03-13 15:59:08, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - sms_utils configuration has been changed  Time stamp - 2023-03-13 15:59:15, Router name - RUTX11  Event type - CONFIG  Event text - sms_utils configuration has been changed  Time stamp - 2023-03-13 15:59:18, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - vrrpd configuration has been changed  Time stamp - 2023-03-13 15:59:25, Router name - RUTX11  Event type - CONFIG  Event text - vrrpd configuration has been changed  Time stamp - 2023-03-13 15:59:28, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ioman configuration has been changed  Time stamp - 2023-03-13 15:59:34, Router name - RUTX11  Event type - CONFIG  Event text - ioman configuration has been changed  Time stamp - 2023-03-13 15:59:37, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - upnpd configuration has been changed  Time stamp - 2023-03-13 15:59:44, Router name - RUTX11  Event type - CONFIG  Event text - upnpd configuration has been changed  Time stamp - 2023-03-13 15:59:47, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - dhcp configuration has been changed  Time stamp - 2023-03-13 15:59:54, Router name - RUTX11  Event type - CONFIG  Event text - dhcp configuration has been changed  Time stamp - 2023-03-13 15:59:57, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - snmpd configuration has been changed  Time stamp - 2023-03-13 16:00:04, N/A, +37063897689, N/A, Failed
Router name - RUTX11  Event type - CONFIG  Event text - hostblock configuration has been changed  Time stamp - 2023-03-13 16:00:19, N/A, +37063897689, N/A, Failed
Router name - RUTX11  Event type - CONFIG  Event text - sqm configuration has been changed  Time stamp - 2023-03-13 16:00:34, Router name - RUTX11  Event type - CONFIG  Event text - sqm configuration has been changed  Time stamp - 2023-03-13 16:00:37, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - quota_limit configuration has been changed  Time stamp - 2023-03-13 16:00:44, Router name - RUTX11  Event type - CONFIG  Event text - quota_limit configuration has been changed  Time stamp - 2023-03-13 16:00:48, +37063897689, +37065259965, Passed
