Event information
Expected message, Received message, Expected sender, Actual sender, Status
Router name - RUTX11  Event type - CONFIG  Event text - ipsec configuration has been changed  Time stamp - 2023-03-10 13:42:16, Router name - RUTX11  Event type - CONFIG  Event text - ipsec configuration has been changed  Time stamp - 2023-03-10 13:42:19, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - mwan3 configuration has been changed  Time stamp - 2023-03-10 13:42:25, Router name - RUTX11  Event type - CONFIG  Event text - mwan3 configuration has been changed  Time stamp - 2023-03-10 13:42:29, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - blesem configuration has been changed  Time stamp - 2023-03-10 13:42:42, Router name - RUTX11  Event type - CONFIG  Event text - blesem configuration has been changed  Time stamp - 2023-03-10 13:42:45, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - etherwake configuration has been changed  Time stamp - 2023-03-10 13:42:51, Router name - RUTX11  Event type - CONFIG  Event text - etherwake configuration has been changed  Time stamp - 2023-03-10 13:42:55, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - mosquitto configuration has been changed  Time stamp - 2023-03-10 13:43:01, Router name - RUTX11  Event type - CONFIG  Event text - mosquitto configuration has been changed  Time stamp - 2023-03-10 13:43:04, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - mqtt_pub configuration has been changed  Time stamp - 2023-03-10 13:43:11, Router name - RUTX11  Event type - CONFIG  Event text - mqtt_pub configuration has been changed  Time stamp - 2023-03-10 13:43:14, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ulogd configuration has been changed  Time stamp - 2023-03-10 13:43:20, Router name - RUTX11  Event type - CONFIG  Event text - ulogd configuration has been changed  Time stamp - 2023-03-10 13:43:23, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - simcard configuration has been changed  Time stamp - 2023-03-10 13:43:31, Router name - RUTX11  Event type - CONFIG  Event text - simcard configuration has been changed  Time stamp - 2023-03-10 13:43:34, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ddns configuration has been changed  Time stamp - 2023-03-10 13:43:41, Router name - RUTX11  Event type - CONFIG  Event text - ddns configuration has been changed  Time stamp - 2023-03-10 13:43:44, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ntpclient configuration has been changed  Time stamp - 2023-03-10 13:43:50, Router name - RUTX11  Event type - CONFIG  Event text - ntpclient configuration has been changed  Time stamp - 2023-03-10 13:43:53, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - sms_utils configuration has been changed  Time stamp - 2023-03-10 13:44:00, Router name - RUTX11  Event type - CONFIG  Event text - sms_utils configuration has been changed  Time stamp - 2023-03-10 13:44:04, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - vrrpd configuration has been changed  Time stamp - 2023-03-10 13:44:11, Router name - RUTX11  Event type - CONFIG  Event text - vrrpd configuration has been changed  Time stamp - 2023-03-10 13:44:14, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - ioman configuration has been changed  Time stamp - 2023-03-10 13:44:20, Router name - RUTX11  Event type - CONFIG  Event text - ioman configuration has been changed  Time stamp - 2023-03-10 13:44:24, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - upnpd configuration has been changed  Time stamp - 2023-03-10 13:44:30, Router name - RUTX11  Event type - CONFIG  Event text - upnpd configuration has been changed  Time stamp - 2023-03-10 13:44:33, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - dhcp configuration has been changed  Time stamp - 2023-03-10 13:44:40, Router name - RUTX11  Event type - CONFIG  Event text - dhcp configuration has been changed  Time stamp - 2023-03-10 13:44:43, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - snmpd configuration has been changed  Time stamp - 2023-03-10 13:44:50, N/A, +37063897689, N/A, Failed
Router name - RUTX11  Event type - CONFIG  Event text - hostblock configuration has been changed  Time stamp - 2023-03-10 13:45:05, N/A, +37063897689, N/A, Failed
Router name - RUTX11  Event type - CONFIG  Event text - sqm configuration has been changed  Time stamp - 2023-03-10 13:45:21, Router name - RUTX11  Event type - CONFIG  Event text - sqm configuration has been changed  Time stamp - 2023-03-10 13:45:24, +37063897689, +37065259965, Passed
Router name - RUTX11  Event type - CONFIG  Event text - quota_limit configuration has been changed  Time stamp - 2023-03-10 13:45:30, Router name - RUTX11  Event type - CONFIG  Event text - quota_limit configuration has been changed  Time stamp - 2023-03-10 13:45:34, +37063897689, +37065259965, Passed
